ID,Dt_Customer,Age_Group,Age,Education,Marital_Status,Income_Group,Income,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Complain,Response,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Children,campaignAccept
1970,2012-09-10,Adult,46,Postgraduate,Together,Lowest,34053.0,14,1,3,0,3,8,0,0,0,0,0,0,0,63,0,21,7,0,12,1,Never Accepted
5313,2014-04-18,Adult,43,Postgraduate,Together,Low,38196.0,20,3,2,0,4,5,0,0,0,0,0,0,0,30,0,11,0,0,3,2,Never Accepted
10634,2014-04-19,Adult,63,Postgraduate,Together,High,59412.0,56,1,4,2,8,3,0,0,0,0,0,0,0,90,67,165,30,43,11,0,Never Accepted
7010,2014-04-07,Adult,49,Postgraduate,Together,Highest,70924.0,41,1,6,6,7,3,0,0,0,0,1,0,0,635,114,254,132,152,76,0,Accepted once or more
8562,2013-05-28,Adult,45,Graduate,Together,High,54165.0,72,1,2,1,7,2,0,0,0,0,0,0,0,127,4,73,15,6,11,0,Never Accepted
3158,2013-01-03,Adult,41,Graduate,Together,Lowest,32300.0,1,1,1,0,3,8,0,0,0,0,0,0,0,13,3,6,6,5,6,1,Never Accepted
4436,2013-02-20,Adult,38,Graduate,Single,Lowest,20180.0,27,1,2,1,4,7,0,0,0,0,0,0,0,18,42,24,15,20,18,0,Never Accepted
5287,2014-06-19,Adult,41,Graduate,Together,Lowest,34961.0,77,3,3,1,3,7,0,0,0,0,0,0,0,45,2,26,4,1,1,1,Never Accepted
2445,2013-07-07,Adult,40,Postgraduate,Together,Lowest,28440.0,87,1,2,0,3,8,0,0,0,0,0,0,0,38,1,24,0,0,0,1,Never Accepted
6059,2013-03-04,Adult,61,Postgraduate,Together,High,64504.0,81,7,11,3,4,7,0,0,0,0,0,0,1,986,36,168,16,0,108,3,Accepted once or more
4550,2014-06-24,Adult,48,Postgraduate,Together,Lowest,33564.0,51,1,1,1,3,5,0,0,0,0,0,0,0,61,0,3,0,0,7,1,Never Accepted
4240,2012-11-03,Adult,36,Graduate,Together,Lowest,17345.0,79,2,2,1,2,8,0,0,0,0,0,0,0,4,9,16,17,0,12,1,Never Accepted
8911,2013-04-08,Adult,47,Postgraduate,Together,High,56320.0,11,3,5,4,9,4,0,0,0,0,0,0,0,201,53,172,116,77,83,1,Never Accepted
3706,2013-08-21,Adult,36,Graduate,Single,Lowest,28647.0,54,1,2,2,2,7,0,0,1,0,0,0,1,19,8,29,0,12,26,1,Accepted once or more
3628,2013-01-29,Adult,27,Undergraduate,Single,Lowest,15038.0,93,2,2,1,2,9,0,0,0,0,0,0,0,4,8,11,19,12,26,1,Never Accepted
10175,2013-08-01,Adult,56,Postgraduate,Single,Lowest,32173.0,0,1,1,0,3,4,0,0,0,0,0,0,0,18,0,2,0,0,2,1,Never Accepted
8985,2012-11-04,Adult,50,Postgraduate,Together,Highest,68316.0,54,5,10,7,10,6,0,0,0,0,0,0,0,806,80,161,120,11,33,1,Never Accepted
5204,2013-06-29,Adult,43,Graduate,Together,Highest,74538.0,21,1,8,8,5,3,0,0,0,0,1,0,1,380,98,733,110,112,28,0,Accepted once or more
9220,2013-01-17,Adult,43,Graduate,Single,Highest,91700.0,58,1,8,6,5,3,0,0,0,0,0,0,1,576,172,961,125,115,19,0,Accepted once or more
9888,2014-06-25,Adult,45,Graduate,Together,Highest,68695.0,3,1,4,4,7,2,0,0,0,0,0,0,0,458,81,356,106,50,40,0,Never Accepted
5263,2013-01-22,Adult,37,Postgraduate,Together,Lowest,31056.0,99,1,1,0,3,8,0,0,0,0,0,0,0,5,10,13,3,8,16,1,Never Accepted
9503,2012-08-29,Adult,34,Graduate,Single,Lowest,28071.0,65,2,5,1,5,8,0,0,0,0,0,0,0,39,33,130,41,26,44,0,Never Accepted
10613,2014-02-26,Adult,56,Postgraduate,Together,Low,37334.0,44,4,3,0,4,4,0,0,0,0,0,0,0,26,1,16,2,2,15,2,Never Accepted
67,2013-09-18,Adult,42,Postgraduate,Single,Low,46423.0,6,3,2,0,4,7,0,0,0,0,0,0,0,68,0,16,0,0,8,2,Never Accepted
6019,2014-03-30,Adult,43,Postgraduate,Together,Low,37126.0,9,1,1,2,2,6,0,0,1,0,0,0,1,45,3,9,4,4,7,1,Accepted once or more
5863,2013-05-29,Adult,61,Graduate,Together,Low,47703.0,95,4,6,3,8,5,0,0,0,0,0,0,0,359,0,134,13,26,123,1,Never Accepted
3717,2014-04-23,Adult,55,Graduate,Together,High,61180.0,70,2,5,5,6,3,0,0,1,0,0,0,0,403,24,29,6,24,218,1,Accepted once or more
6730,2012-11-03,Adult,60,Graduate,Together,Low,38998.0,92,3,2,0,3,8,0,0,0,0,0,1,0,34,1,14,0,0,5,2,Never Accepted
10749,2012-09-18,Adult,23,Graduate,Single,Lowest,8028.0,62,15,0,1,0,19,0,0,0,0,0,0,0,73,18,66,7,12,2,0,Never Accepted
4998,2014-05-23,Adult,52,Graduate,Together,Highest,76081.0,85,1,4,5,4,2,1,0,0,0,0,0,0,292,30,415,63,33,200,0,Accepted once or more
6287,2013-07-30,Adult,28,Graduate,Together,Lowest,34728.0,2,1,1,1,2,6,0,0,0,0,0,0,1,14,0,16,0,0,6,1,Accepted once or more
5985,2012-10-13,Adult,49,Postgraduate,Single,Lowest,33168.0,0,3,2,1,4,7,0,0,0,0,0,0,0,80,1,37,0,1,3,1,Never Accepted
4754,2013-09-25,Adult,48,Postgraduate,Together,Lowest,33585.0,91,1,2,0,4,4,0,0,0,0,0,0,0,30,11,33,13,6,29,1,Never Accepted
4002,2013-10-13,Adult,54,Postgraduate,Together,Highest,77037.0,3,1,7,7,12,3,0,0,0,0,0,0,0,463,96,333,168,53,10,1,Never Accepted
8870,2012-11-13,Adult,30,Graduate,Together,Lowest,35196.0,68,6,6,1,5,8,0,0,0,0,0,0,1,75,12,141,43,39,187,1,Accepted once or more
966,2013-07-05,Adult,48,Graduate,Together,Low,44529.0,98,6,6,2,11,5,0,0,0,1,0,0,0,538,13,91,17,6,26,1,Accepted once or more
9725,2014-06-05,Adult,48,Postgraduate,Together,Lowest,28764.0,16,1,1,0,2,8,0,0,1,0,0,0,0,8,0,3,0,0,1,2,Accepted once or more
4475,2013-02-16,Elder,65,Postgraduate,Together,Highest,69098.0,82,1,7,8,9,5,0,0,0,0,0,0,0,1315,22,780,145,0,178,0,Never Accepted
5740,2013-02-14,Adult,44,Postgraduate,Single,Lowest,25959.0,1,2,1,2,2,6,0,0,0,0,0,0,1,4,2,12,7,5,26,2,Accepted once or more
5731,2013-04-05,Adult,31,Postgraduate,Together,Lowest,27100.0,64,1,1,0,3,7,0,0,0,0,0,0,0,12,0,13,2,0,10,1,Never Accepted
7290,2012-10-05,Adult,29,Graduate,Single,Highest,70596.0,68,1,3,5,12,2,0,0,0,0,0,0,0,347,44,534,17,0,26,0,Never Accepted
3846,2012-08-29,Adult,40,Graduate,Together,Low,42557.0,98,4,6,1,4,8,0,0,0,0,0,0,0,192,5,53,0,5,15,1,Never Accepted
8104,2013-08-09,Adult,63,Postgraduate,Together,High,53312.0,32,1,5,1,5,7,0,0,0,0,0,0,0,241,0,12,0,0,25,0,Never Accepted
4507,2012-11-27,Adult,62,Graduate,Single,Highest,72228.0,87,1,6,7,8,3,0,0,0,0,0,0,0,631,28,491,30,14,56,0,Never Accepted
11013,2013-03-31,Adult,27,Graduate,Together,High,67605.0,84,1,2,8,6,1,0,0,0,0,0,0,0,336,28,282,184,54,54,0,Never Accepted
4491,2012-10-01,Elder,65,Postgraduate,Together,High,62845.0,3,11,3,4,10,8,0,0,0,1,0,0,0,1099,0,45,0,0,34,2,Accepted once or more
3759,2013-07-25,Adult,56,Graduate,Together,High,65196.0,34,2,7,6,11,5,0,0,1,0,0,0,0,743,19,181,12,0,200,2,Accepted once or more
1162,2013-01-10,Adult,27,Postgraduate,Single,Low,42000.0,23,2,5,2,11,5,0,0,0,0,0,0,1,124,83,267,85,59,35,0,Accepted once or more
10766,2014-04-11,Adult,50,Postgraduate,Together,High,65526.0,22,1,4,4,8,2,0,0,0,0,0,0,0,397,19,69,12,0,9,1,Never Accepted
4415,2012-09-12,Adult,53,Graduate,Together,Lowest,16860.0,19,3,1,1,3,7,0,0,0,0,0,0,0,10,4,4,3,3,14,2,Never Accepted
3005,2014-05-01,Adult,22,Graduate,Single,Highest,83528.0,7,1,4,10,8,1,1,0,1,0,0,0,1,530,117,678,134,44,147,0,Accepted once or more
2223,2012-08-03,Adult,49,Postgraduate,Single,High,64176.0,52,8,8,9,8,6,0,0,0,0,0,0,0,1215,33,249,64,116,149,1,Never Accepted
4817,2012-08-04,Adult,58,Graduate,Single,Lowest,22304.0,91,1,1,0,2,8,0,0,0,0,0,0,0,3,2,7,0,4,2,0,Never Accepted
2875,2014-03-04,Adult,36,Graduate,Together,High,67023.0,93,1,3,7,13,2,0,0,0,0,0,1,0,444,44,382,11,8,17,0,Never Accepted
11112,2012-12-03,Adult,48,Graduate,Together,Highest,70713.0,23,6,5,6,8,3,0,0,0,0,0,0,0,736,114,279,82,76,190,1,Never Accepted
3807,2012-11-30,Adult,59,Graduate,Together,High,59925.0,83,3,9,2,9,6,0,0,0,0,0,0,0,473,21,176,19,21,56,1,Never Accepted
9197,2014-02-24,Adult,61,Graduate,Together,Low,39722.0,92,2,2,0,3,5,0,0,0,0,0,0,0,32,0,5,2,0,8,1,Never Accepted
10832,2013-07-18,Adult,56,Graduate,Together,Low,46610.0,4,1,6,1,6,6,0,0,0,0,0,0,0,288,10,30,4,10,125,0,Never Accepted
6421,2013-07-03,Adult,53,Graduate,Together,Highest,88347.0,32,1,4,7,9,1,1,0,0,0,0,0,0,1050,178,555,77,138,118,0,Accepted once or more
4207,2013-05-01,Adult,33,Postgraduate,Together,Highest,87171.0,27,1,6,7,11,2,0,0,1,0,1,0,0,1001,44,107,58,44,44,0,Accepted once or more
577,2013-08-20,Adult,38,Postgraduate,Together,Lowest,26907.0,10,2,1,0,3,7,0,0,0,0,0,0,0,9,1,7,0,3,2,2,Never Accepted
10855,2014-01-22,Adult,46,Postgraduate,Single,Low,50014.0,9,2,4,1,8,5,0,0,0,0,0,0,0,234,14,77,19,10,42,1,Never Accepted
3081,2013-04-22,Adult,36,Postgraduate,Together,Low,41014.0,65,1,1,0,2,7,0,0,0,0,0,0,0,7,2,6,2,0,3,1,Never Accepted
3535,2014-03-17,Adult,49,Graduate,Single,High,66294.0,68,1,4,3,5,2,0,0,0,0,0,0,0,251,108,334,65,92,117,0,Never Accepted
247,2012-11-17,Adult,43,Graduate,Together,Low,36715.0,16,6,7,2,4,9,0,0,0,0,0,0,1,172,10,125,21,13,16,1,Accepted once or more
8707,2012-08-22,Adult,58,Graduate,Together,Highest,79456.0,12,1,5,6,4,3,0,0,0,0,0,0,1,565,42,548,64,83,99,0,Accepted once or more
9523,2013-08-17,Adult,32,Graduate,Together,Low,40479.0,95,1,0,0,3,4,0,0,0,0,0,0,0,5,0,8,2,0,0,1,Never Accepted
6072,2013-02-02,Adult,44,Postgraduate,Single,Highest,75345.0,16,1,5,8,6,3,1,0,0,0,0,0,1,918,57,842,99,38,133,0,Accepted once or more
6295,2013-02-04,Adult,37,Graduate,Together,High,54233.0,46,4,11,6,5,8,0,0,0,0,0,0,0,652,8,158,21,0,142,1,Never Accepted
10914,2013-10-12,Adult,44,Graduate,Single,Lowest,24163.0,3,2,1,0,3,4,0,0,0,0,0,0,0,4,1,7,2,1,2,2,Never Accepted
1509,2013-01-04,Adult,56,Postgraduate,Together,Highest,84460.0,80,0,9,9,4,5,1,1,0,1,1,0,1,152,27,103,106,54,81,0,Accepted once or more
5577,2014-05-03,Adult,31,Graduate,Together,Low,43776.0,77,1,1,0,2,6,0,0,0,0,0,0,0,8,0,9,2,1,3,1,Never Accepted
7348,2014-03-17,Adult,56,Postgraduate,Single,Highest,71691.0,0,1,4,7,5,2,0,0,0,0,0,0,1,336,130,411,240,32,43,0,Accepted once or more
1127,2014-05-29,Adult,41,Postgraduate,Together,Highest,85844.0,62,1,6,6,7,2,0,0,0,0,1,0,0,938,19,843,25,95,38,0,Accepted once or more
1833,2014-04-26,Adult,40,Postgraduate,Single,Low,39190.0,91,2,2,1,4,5,0,0,0,0,0,0,0,68,8,18,19,8,12,1,Never Accepted
6466,2014-03-12,Adult,49,Postgraduate,Together,High,57236.0,22,3,2,1,4,3,0,0,0,0,0,0,0,105,0,9,2,1,4,2,Never Accepted
9964,2013-08-07,Adult,35,Graduate,Single,High,61825.0,56,1,4,2,8,4,0,0,0,0,0,0,0,162,50,100,55,30,27,1,Never Accepted
4790,2014-06-02,Adult,56,Graduate,Single,Highest,79803.0,54,1,4,3,5,1,0,0,0,0,0,0,0,574,8,216,21,16,33,1,Never Accepted
10245,2012-10-31,Adult,28,Postgraduate,Single,Highest,80910.0,71,1,3,3,8,1,0,0,0,0,0,0,0,160,80,369,67,39,41,0,Never Accepted
1109,2013-04-23,Adult,32,Postgraduate,Together,Lowest,27590.0,38,1,1,0,2,7,0,0,0,0,0,0,0,6,0,5,0,0,1,1,Never Accepted
6001,2013-01-02,Adult,35,Graduate,Together,High,56775.0,62,2,5,8,10,5,0,0,0,0,0,0,0,614,35,160,58,35,35,1,Never Accepted
5538,2013-10-08,Adult,39,Graduate,Single,Highest,83829.0,78,0,4,7,6,1,1,0,1,0,1,0,1,897,161,430,186,161,27,0,Accepted once or more
10552,2013-05-20,Adult,35,Postgraduate,Together,High,54210.0,18,2,4,1,7,5,0,0,0,0,0,0,0,70,54,109,80,9,45,1,Never Accepted
1545,2013-08-02,Adult,28,Graduate,Together,Low,38508.0,95,6,7,2,5,8,0,0,0,0,0,0,0,120,19,206,25,19,54,1,Never Accepted
7409,2013-10-26,Adult,44,Graduate,Together,High,53187.0,66,2,4,1,6,5,0,0,0,0,0,0,0,211,2,30,7,7,10,1,Never Accepted
4444,2014-03-24,Adult,42,Graduate,Together,Lowest,30023.0,28,1,2,0,3,8,0,0,0,0,0,0,0,11,0,16,7,6,21,1,Never Accepted
146,2013-11-15,Adult,54,Postgraduate,Single,Highest,76045.0,78,1,4,5,11,2,1,0,0,0,0,0,0,760,53,400,17,93,0,0,Accepted once or more
6271,2014-06-19,Adult,62,Postgraduate,Together,Low,50870.0,13,1,2,0,3,5,0,0,0,0,0,0,0,53,0,8,0,0,2,1,Never Accepted
4741,2014-01-30,Adult,40,Postgraduate,Together,High,65463.0,17,2,6,2,9,5,0,0,0,1,0,0,0,391,32,70,21,32,16,1,Accepted once or more
246,2014-05-31,Adult,49,Graduate,Together,High,66480.0,71,7,4,1,7,4,0,0,0,0,0,0,0,199,9,57,20,21,6,2,Never Accepted
375,2013-02-25,Adult,60,Graduate,Single,Highest,76773.0,79,1,2,2,11,1,0,0,0,0,0,0,0,516,56,449,86,33,16,0,Never Accepted
1524,2013-03-01,Adult,31,Postgraduate,Single,Highest,81698.0,1,1,8,2,5,5,1,0,0,0,0,0,1,709,45,115,30,160,45,0,Accepted once or more
10022,2014-02-09,Adult,41,Postgraduate,Single,High,54466.0,78,1,1,0,2,5,0,0,0,0,0,0,0,12,0,4,0,0,0,2,Never Accepted
11010,2013-08-30,Adult,30,Postgraduate,Single,Lowest,16269.0,75,3,3,0,3,8,0,0,0,0,0,0,0,19,3,18,3,1,0,1,Never Accepted
4356,2013-08-28,Adult,43,Graduate,Together,Highest,71819.0,70,3,3,3,5,6,0,0,0,1,1,0,0,1224,28,140,0,14,168,1,Accepted once or more
3885,2013-10-16,Adult,31,Postgraduate,Together,Lowest,33569.0,10,1,1,1,2,8,0,0,1,0,0,0,1,16,2,18,3,0,24,1,Accepted once or more
1175,2013-09-20,Adult,31,Postgraduate,Together,Low,36262.0,24,1,3,5,3,6,0,0,1,0,0,0,1,88,39,54,64,28,153,0,Accepted once or more
880,2013-01-16,Adult,48,Undergraduate,Together,Lowest,22634.0,47,1,2,1,2,8,0,0,0,0,0,0,0,2,23,11,8,6,46,0,Never Accepted
2320,2013-09-12,Adult,36,Postgraduate,Together,Low,47025.0,98,5,11,1,6,9,0,0,0,0,0,0,0,508,11,59,23,5,29,1,Never Accepted
850,2013-10-06,Adult,46,Graduate,Single,Highest,70566.0,4,2,6,5,9,3,0,0,0,0,0,0,0,381,28,215,84,28,21,1,Never Accepted
4713,2012-11-22,Adult,35,Postgraduate,Together,Lowest,31605.0,15,2,2,1,4,7,0,0,0,0,0,0,0,74,0,42,2,1,6,1,Never Accepted
675,2013-05-17,Adult,41,Postgraduate,Single,High,52034.0,67,5,4,2,5,7,0,0,0,0,0,0,0,146,0,93,7,13,73,2,Never Accepted
5025,2013-12-24,Adult,35,Graduate,Single,Low,48526.0,32,1,2,1,4,3,0,0,0,0,0,0,0,23,17,23,43,20,9,1,Never Accepted
2308,2012-11-18,Adult,60,Graduate,Together,Low,46734.0,40,2,6,1,5,7,0,0,0,0,0,0,0,110,5,137,26,23,29,1,Never Accepted
5995,2012-12-18,Adult,52,Graduate,Single,Low,39552.0,54,7,6,2,5,8,0,0,0,0,0,0,1,165,3,147,4,24,41,2,Accepted once or more
6749,2012-08-08,Adult,48,Graduate,Single,Highest,86358.0,78,4,5,3,6,8,0,0,0,0,0,0,0,957,47,494,82,47,95,2,Never Accepted
1010,2014-04-24,Adult,37,Graduate,Together,Low,46931.0,94,2,1,1,3,3,0,0,0,0,0,0,0,41,0,17,3,1,16,3,Never Accepted
8977,2013-01-12,Adult,29,Undergraduate,Single,Lowest,16581.0,51,1,0,0,3,4,0,0,0,0,0,0,0,1,3,4,2,3,11,0,Never Accepted
4756,2013-12-20,Adult,62,Postgraduate,Single,High,63998.0,42,1,7,6,11,4,0,0,0,0,0,0,1,176,29,818,0,33,112,0,Accepted once or more
3412,2013-01-15,Adult,63,Postgraduate,Together,High,67381.0,67,4,2,2,9,7,0,0,0,1,0,0,0,815,8,53,11,0,70,1,Accepted once or more
606,2013-10-10,Adult,47,Graduate,Single,Lowest,25930.0,87,1,1,0,2,7,0,0,0,0,0,0,0,6,1,2,2,0,4,2,Never Accepted
5961,2014-06-07,Adult,36,Graduate,Together,Low,42693.0,29,1,1,0,3,5,0,0,0,0,0,0,0,8,4,20,6,3,16,1,Never Accepted
2975,2012-11-12,Adult,38,Graduate,Together,Highest,85606.0,89,2,6,7,9,3,1,0,0,0,0,0,0,717,42,864,219,30,84,1,Accepted once or more
2894,2013-10-29,Adult,29,Graduate,Single,Highest,72903.0,74,1,7,5,8,4,1,0,0,1,1,0,1,1067,138,750,0,19,39,0,Accepted once or more
7613,2014-05-24,Adult,40,Postgraduate,Together,Low,49669.0,97,2,5,1,6,6,0,0,0,0,0,0,0,166,5,107,11,8,29,1,Never Accepted
10542,2012-08-05,Adult,46,Postgraduate,Together,Low,36778.0,63,3,3,0,3,9,0,0,0,0,0,0,0,29,4,34,2,4,4,2,Never Accepted
8015,2013-05-03,Adult,52,Postgraduate,Single,Highest,85696.0,88,1,4,6,9,1,0,0,0,0,0,0,1,714,76,395,116,0,12,0,Accepted once or more
11166,2013-02-02,Adult,53,Graduate,Together,Low,49678.0,81,2,6,2,4,7,0,0,0,0,0,0,0,229,5,56,3,2,20,1,Never Accepted
523,2013-01-31,Adult,25,Graduate,Together,Low,37155.0,51,1,2,0,4,5,0,0,0,0,0,0,0,23,0,26,7,15,3,1,Never Accepted
4066,2014-05-11,Adult,36,Postgraduate,Single,Lowest,21282.0,76,2,2,1,2,6,0,0,0,0,0,0,0,1,5,8,4,8,20,1,Never Accepted
8414,2013-08-17,Adult,52,Postgraduate,Single,Lowest,33419.0,76,2,2,0,4,7,0,0,0,0,0,0,0,56,0,12,0,0,18,1,Never Accepted
819,2013-11-05,Elder,69,Graduate,Single,High,63285.0,84,1,6,5,13,3,0,0,0,0,0,0,0,508,124,249,50,38,134,0,Never Accepted
4961,2014-01-21,Adult,40,Postgraduate,Together,Lowest,21255.0,56,4,2,1,4,4,0,0,0,0,0,0,0,29,0,25,2,2,3,1,Never Accepted
749,2013-11-19,Adult,33,Graduate,Together,Low,42162.0,31,2,3,1,3,6,0,0,1,0,0,0,1,46,7,59,2,4,27,1,Accepted once or more
5430,2012-09-14,Adult,58,Graduate,Together,High,54450.0,0,12,9,2,8,8,0,0,0,0,0,0,0,454,0,171,8,19,32,2,Never Accepted
7755,2013-11-12,Adult,60,Postgraduate,Together,High,57744.0,91,2,9,1,4,8,0,0,0,0,0,0,0,350,3,39,0,0,19,1,Never Accepted
10525,2012-10-13,Adult,28,Graduate,Single,Lowest,26576.0,40,1,1,0,2,9,0,0,1,0,0,0,1,10,0,8,0,0,9,1,Accepted once or more
8310,2012-08-29,Adult,50,Graduate,Together,High,68142.0,96,3,10,4,7,6,0,0,0,0,0,0,0,897,126,196,91,112,37,1,Never Accepted
5031,2012-09-22,Adult,40,Graduate,Together,Highest,83145.0,14,1,5,9,11,2,0,0,0,0,1,0,1,777,35,731,39,137,114,0,Accepted once or more
2613,2014-04-03,Adult,54,Postgraduate,Together,High,54197.0,16,2,1,3,6,1,0,0,0,0,0,0,0,162,6,37,6,13,13,1,Never Accepted
213,2014-05-28,Adult,51,Postgraduate,Single,Lowest,23091.0,98,4,2,1,3,7,0,0,0,0,0,0,0,35,0,11,0,0,2,2,Never Accepted
967,2013-07-21,Adult,38,Graduate,Together,Low,46049.0,11,10,5,2,9,7,0,0,0,0,0,0,1,342,9,112,19,14,19,2,Accepted once or more
1077,2012-12-05,Adult,40,Graduate,Together,High,56715.0,52,1,7,3,4,4,0,0,0,0,0,0,0,258,105,239,237,172,9,0,Never Accepted
7959,2014-05-29,Adult,53,Graduate,Together,Highest,79410.0,19,1,3,2,5,1,0,0,0,0,0,0,0,658,80,483,123,13,13,0,Never Accepted
640,2013-03-11,Adult,63,Graduate,Together,High,57304.0,61,2,7,6,10,5,0,0,0,0,0,0,0,356,80,329,138,17,106,1,Never Accepted
4252,2014-03-23,Adult,49,Graduate,Together,Low,44375.0,73,1,4,1,6,5,0,0,0,0,0,0,0,213,5,28,7,7,41,1,Never Accepted
6218,2012-10-20,Adult,49,Graduate,Together,High,59594.0,74,1,8,1,7,7,0,0,0,1,0,0,0,457,4,29,0,0,9,1,Accepted once or more
6905,2012-08-22,Adult,20,Graduate,Together,Highest,80685.0,55,1,6,4,10,2,0,0,0,0,0,0,0,241,45,604,34,26,54,0,Never Accepted
5922,2013-10-13,Adult,40,Postgraduate,Together,Low,40344.0,48,2,4,1,5,7,0,0,0,0,0,0,0,210,0,6,0,0,2,1,Never Accepted
3598,2013-05-23,Adult,42,Graduate,Together,High,62710.0,53,4,4,2,12,4,0,0,0,0,0,0,0,441,35,83,7,29,11,1,Never Accepted
6116,2013-07-05,Adult,46,Postgraduate,Together,Low,48985.0,13,1,1,1,3,3,0,0,0,0,0,0,0,19,13,18,10,7,8,1,Never Accepted
6263,2012-08-22,Adult,46,Graduate,Together,Lowest,35322.0,34,3,2,0,4,8,0,0,0,0,0,0,0,28,9,37,12,7,13,3,Never Accepted
10486,2013-05-29,Elder,66,Graduate,Together,Highest,77142.0,54,1,4,4,8,2,0,0,0,0,0,0,0,476,75,162,29,151,97,0,Never Accepted
2410,2014-01-22,Adult,45,Graduate,Single,Highest,81657.0,69,1,3,4,8,1,0,0,0,0,0,0,0,364,40,425,158,60,50,0,Never Accepted
193,2014-02-17,Adult,18,Undergraduate,Together,Lowest,14421.0,81,1,1,0,2,5,0,0,1,0,0,0,0,0,0,2,3,3,8,0,Accepted once or more
8278,2012-08-26,Adult,24,Postgraduate,Together,Highest,74214.0,3,1,8,2,5,5,0,0,0,0,0,0,0,863,83,547,86,99,33,0,Never Accepted
10660,2014-01-12,Adult,57,Postgraduate,Together,High,66726.0,61,3,8,2,4,7,0,0,0,1,0,0,0,349,7,35,0,0,47,2,Accepted once or more
8686,2013-01-08,Adult,35,Undergraduate,Together,Lowest,23724.0,65,2,2,0,3,8,0,0,0,0,0,0,0,5,23,15,0,18,14,1,Never Accepted
1604,2013-11-13,Adult,54,Postgraduate,Together,Low,47353.0,93,3,2,2,6,5,0,0,0,0,0,0,0,184,2,19,8,8,4,1,Never Accepted
5907,2012-11-03,Adult,62,Postgraduate,Together,Lowest,33444.0,24,1,1,0,2,8,0,0,0,0,0,0,0,8,0,8,0,0,2,2,Never Accepted
10669,2013-05-17,Adult,33,Graduate,Together,High,54386.0,8,2,3,2,10,3,0,0,0,0,0,0,0,277,21,64,62,21,25,1,Never Accepted
2918,2013-04-13,Adult,33,Graduate,Single,Lowest,28510.0,72,3,2,0,4,5,0,0,0,0,0,0,0,44,5,19,0,4,19,2,Never Accepted
5735,2014-02-13,Adult,23,Postgraduate,Single,Highest,90638.0,29,1,3,4,10,1,0,0,0,0,1,0,0,1156,120,915,94,144,96,0,Accepted once or more
359,2013-01-13,Adult,64,Graduate,Together,Low,48070.0,33,3,8,2,6,7,0,0,0,0,0,1,0,373,14,83,6,9,19,1,Never Accepted
8387,2013-01-05,Adult,57,Graduate,Together,Low,43140.0,68,1,4,1,5,6,0,0,0,0,0,0,0,134,8,76,6,0,11,1,Never Accepted
1829,2013-01-19,Adult,53,Postgraduate,Single,High,54959.0,55,3,9,5,4,7,0,0,0,1,0,0,1,1148,0,60,0,0,24,1,Accepted once or more
3839,2013-05-03,Adult,56,Undergraduate,Single,Lowest,15056.0,76,5,2,2,3,5,0,0,0,0,0,0,0,6,12,3,21,6,40,2,Never Accepted
9392,2014-05-08,Adult,43,Graduate,Single,Lowest,26954.0,17,1,1,0,2,7,0,0,0,0,0,0,0,4,1,11,0,0,1,1,Never Accepted
2292,2013-08-02,Adult,29,Graduate,Single,Lowest,22327.0,94,1,1,0,3,5,0,0,0,0,0,0,0,5,4,8,2,0,5,1,Never Accepted
10466,2013-08-22,Adult,49,Graduate,Together,Low,44393.0,86,2,1,0,4,4,0,0,0,0,0,0,0,24,2,20,2,2,10,2,Never Accepted
9855,2013-08-25,Adult,62,Postgraduate,Single,High,62000.0,25,1,6,6,13,4,1,0,0,0,0,0,0,899,0,101,0,0,20,1,Accepted once or more
4088,2012-12-06,Adult,52,Postgraduate,Together,Lowest,31497.0,22,2,3,1,4,8,0,0,0,0,0,0,0,108,1,28,13,1,4,1,Never Accepted
5231,2014-02-27,Adult,40,Postgraduate,Together,Low,45894.0,15,1,1,0,3,5,0,0,0,0,0,0,0,27,2,7,0,2,13,2,Never Accepted
590,2012-12-22,Adult,44,Postgraduate,Single,Highest,78579.0,35,1,5,6,4,3,0,0,0,0,0,0,1,816,66,549,216,66,99,0,Accepted once or more
8732,2012-11-17,Adult,45,Postgraduate,Single,High,67369.0,81,4,7,4,10,4,0,0,0,1,1,0,1,1298,0,70,37,14,42,1,Accepted once or more
2315,2014-04-20,Adult,54,Graduate,Single,High,58401.0,55,1,1,2,2,4,0,0,0,0,0,0,0,10,0,11,17,29,29,1,Never Accepted
3515,2014-02-17,Adult,62,Graduate,Single,High,62307.0,94,1,4,0,4,5,0,0,0,0,0,0,0,87,13,34,10,6,10,1,Never Accepted
2245,2013-04-22,Adult,45,Postgraduate,Together,Low,43641.0,50,3,2,1,4,6,0,0,0,0,0,0,0,57,2,51,4,2,23,2,Never Accepted
6606,2013-03-31,Adult,45,Postgraduate,Together,Highest,70091.0,11,2,5,2,10,8,0,0,0,1,0,0,0,964,34,137,15,0,11,1,Accepted once or more
5545,2014-04-05,Adult,42,Postgraduate,Together,Highest,78075.0,72,1,3,5,5,1,0,0,0,0,0,0,0,572,8,259,34,35,80,0,Never Accepted
